,doi,Publication Date,Title,Authors,Abstract
47,10.20944/preprints202402.1523.v1,27 February 2024,MRI in the Evaluation of Plantar Plate Disease: Diagnostic Value of the “Stress Test”,"LUCA GIULIANI, Carlo Ottonello, Paolo Ronconi, Lucia Bondì, Alessandra Giuliani, Patrizia Pacini, Vito Cantisani","Introduction: PP, also called plantar ligament, is a fibrocartilaginous structure found in the metatarsophalangeal (MP) and interphalangeal (IP) joints.  The aim of our study is to evaluate the role of MRI, both in standard position and with joint hyperextension, “stress test” (ST), in the study of the plantar plate (PP) disease that involves metatarsophalangeal joints. Material and methods: 25 patients were recruited into our study over a two-year period, 15 positive for metatarsal pain and 10 controls. All symptomatic patients were evaluated before treatment (surgery). Hence, the imaging features were reflective of the natural and true state of the lesions. Results:25 patients were recruited into our study over a two-year period, 15 positive for metatarsal pain and 10 controls. In symptomatic patients: 11/15 demonstrated plantar plate tear/dysfunction on both standard position and stress test, 2/15 had plantar plate tear on stress test (tear not showed on standard position), and 2/12 had no plantar plate tear on both standard position and stress test. The latter two patients showed dorsal subluxation on stress test due to micro-instability for plantar plate failure.In asymptomatic patients, 9/10 were negative for plantar plate dysfunction, and 1/10 was positive for plantar plate dysfunction (dorsal subluxation demonstrated only on stress test), without plantar plate tear.Conclusion:Standard MRI reported, in asymptomatic patients, a specificity of 100% and high NPV (90%), incremented by the ST (NPV and specificity 100%).In symptomatic patients, PP evaluation on standard MRI reported sensitivity of 80%, while stress test increased sensitivity to 100%; in the evaluation of dorsal subluxation of the metatarsophalangeal joint, the sensitivity was 60% (standard MRI) but reached 100% with ST.""Stress test"" is an easy task to perform and even affordable in terms of time-consuming (requiring only one additional T2-weighted MRI sequence) for both patients and operators."
48,10.20944/preprints202402.1509.v1,27 February 2024,Insulin-Like Growth Factor Binding Proteins and Cellular Senescence Are Involved in the Progression of Non-alcoholic Fatty Liver Disease and Fibrosis in a Mouse Model,"Carolina Guzmán, Miriam G Bautista-Ubaldo, Adriana Campos Espinosa, Ivette I Romero-Bello, Angel Daniel Santana-Vargas, Gabriela Gutierrez-Reyes","Background and Objectives: Non-alcoholic fatty liver disease (NAFLD) is highly prevalent world-wide. It progresses from simple steatosis to non-alcoholic steatohepatitis (NASH). Fibrosis is often present during NAFLD progression; however, factors determining which subjects develop NASH or fibrosis are unclear. Insulin-like growth factor binding proteins (IGFBP) is a family of secreted proteins involved in senescence and scarring mainly synthetized in the liver. Here we aimed to study the association of IGFBP and its induced senescence with the progression of NAFLD and liver fibrosis. Materials and Methods: 16 weeks old male C57BL/6 mice weighing 23 ± 3 g were fed either Methionine-Choline Deficient or control diet for 2, 8 or 12 weeks. Blood and liver samples were collected; histological assessment of NAFLD and fibrosis was performed. Fat contents were measured. Cellular senescence was evaluated in the liver. IGFBP levels were assessed in liver and serum. Data was expressed as Mean ± SD and analyzed by one-way ANOVA followed Tukey’s test. Lineal regression models were applied for NAFLD and fibrosis progression. p"
49,10.20944/preprints202402.1503.v1,26 February 2024,"Antimicrobial Activities of α-Helix and β-Sheet Peptides against the Major Bovine Respiratory Disease Agent, Mannheimia haemolytica","Ruina Bao, Zhi Ma, Kim Stanford, Tim A McAllister, Yan D. Niu","Bovine respiratory disease (BRD) is the leading cause of morbidity and mortality in cattle raised in North America. At the feedlot, cattle are subject to metaphylactic treatment with macrolides to prevent BRD, a practice that may promote antimicrobial resistance and has resulted in an urgent need for novel strategies. Mannheimia haemolytica is one of the major bacterial agents of BRD. The inhibitory effects of two amphipathic, α-helical (PRW4, WRL3) and one β-sheet (WK2) antimicrobial peptides were evaluated against multidrug-resistant (MDR) M. haemolytica isolated from Alberta feedlots. WK2 was not cytotoxic against bovine turbinate (BT) cells by the MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide) assay. All three peptides inhibited M. haemolytica, with WK2, being the most efficacious against multiple isolates. At 8-16 µg/ml, WK2 was bactericidal against Mh 330 in broth and at 32 µg/ml in the presence of BT cells, reduced the population by 3 logs CFU/ml without causing cytotoxic effects. The membrane integrity of Mh 330 was examined using NPN (1-N-phenylnaphthylamine), and ONPG (o-Nitrophenyl β-D-galactopyranoside) with both the inner and outer membranes being compromised. Thus, WK2 may be a viable alternative to the use of macrolides as part of BRD prevention and treatment strategies."
50,10.20944/preprints202402.1435.v1,26 February 2024,A Comprehensive Review of Secondary Movement Disorders,Eduardo R. Santos,"Secondary movement disorders (SMDs) represent a heterogeneous group of neurological conditions characterized by abnormal, involuntary movements resulting from various underlying causes. This comprehensive review aims to thoroughly understand SMDs, including their epidemiology, pathophysiology, clinical manifestations, diagnostic approach, and management strategies. SMDs encompass a spectrum of movement abnormalities, including dystonia, chorea, athetosis, myoclonus, tics, and tremors. They can arise from a multitude of etiologies, such as drug-induced effects, post-infectious processes, metabolic disturbances, and structural brain lesions. The epidemiology of SMDs varies depending on the underlying cause, with some conditions being more prevalent in specific populations or age groups. Understanding the pathophysiology of SMDs is crucial for accurate diagnosis and targeted management. Diagnosing SMDs requires a comprehensive approach, including a detailed history, physical examination, laboratory investigations, neuroimaging studies, and sometimes electrophysiological studies. Management of SMDs is multifaceted and may involve pharmacological, non-pharmacological, and surgical interventions. Individualized treatment plans are essential, considering the underlying cause, severity of symptoms, and patient preferences. Emerging concepts in the field of SMDs include advancements in genetic research, identification of biomarkers, and development of novel therapeutic approaches. There is a growing focus on patient-centered care and improving the quality of life for individuals with SMDs. In conclusion, SMDs pose diagnostic and therapeutic challenges, requiring a multidisciplinary approach for optimal management. Continued research and collaboration are essential for advancing our understanding and treatment of these complex disorders."
51,10.20944/preprints202402.1399.v1,26 February 2024,Biological Monitoring of Extracorporeal Photopheresis for Steroid Resistant Acute Graft versus Host Disease by a Short Culture Method and Flow Cytometry,"Luca Pierelli, Anna Capalbo, Eleonora Ponte, Paola Iudicone, Stefano Spurio, Sara Morara, Roberta Battistini, Anna Proia","Acute and chronic graft versus host disease (a/cGVHD) are major complications of allogeneic stem cell transplantation and a frequent cause of non relapse-mortality. The treatment of a/cGVHD consists of steroid administration at full dose. In the case of aGVHD, around 60 % of patients with grade III/IV fails to respond (steroid-resistant, SR), requiring a second line therapy. Extracorporeal photopheresis (ECP) represents a good option for second line treatment, leading to multiorgan response in several patients. Here, we have evaluated the performances of a cytofluorimetric quality control of the first ECP procedure in 29 patients with severe SR aGVHD who underwent ECP. The quality control represents a check control of in vitro cell apoptosis/death induction in collected and irradiated CD3+ cells by ECP. Our analysis shows that in more than 70 % quality controls a relevant apoptotosis/death of CD3+ cells was observed after  cell irradiation, as compared to non-irradiated controls. Albeit observed in a small patients’ series, the occurrence of relevant in vitro effect after ECP relates to less procedures and/or to a better survival on ECP. Age, disease, gender, aGVHD grade and time from transplant to the first ECP had not impact on ECP efficacy in this patients’ series."
52,10.20944/preprints202402.1353.v1,24 February 2024,Advancements in Fish Vaccination: Current Innovations and Future Horizons in Aquaculture Health Management,"Garima S Rathor, Banikalyan Swain","Aquaculture is rapidly becoming one of the pivotal sectors in the farm economy, driven by the increasing demand for high-quality animal protein at an affordable cost, especially with the escalating human population. However, the expansion of high-density fish populations also brings forth a challenge – the rapid transmission and spread of infectious disease agents among them. To combat this, vaccination is emerging as a reliable and standardized method for providing immunity against viral and bacterial outbreaks. The ideal vaccine is expected to be safe, effective, economical, and easily administered. The fish vaccination industry continually publishes new information on fish immunology and vaccinology, contributing to the improvement of vaccine formulation and efficacy. This review aims to offer insights into the current status of bacterial, viral, and parasitic diseases, discuss existing vaccinations, and address potential industry-threatening diseases like infectious edwardsiellosis, motile aeromonas septicemia, TiLV, salmon anemia, vibriosis, and white spot disease. Technological advancements have played a crucial role in enhancing our understanding of fish immunological mechanisms, leading to improved vaccine administration and the development of recombinant live attenuated, subunit, DNA, and RNA vaccines. However, challenges such as oral tolerance, vaccine degradation, and stressful environments persist, impacting vaccine efficacy. Addressing these challenges and gaining a deeper understanding of the fish immune system and host-pathogen interactions will be pivotal for future improvements, contributing to the sustainability of aquaculture and enhancing global food security."
53,10.20944/preprints202402.1322.v1,22 February 2024,Community Directed Vector Control to Accelerate Onchocerciasis Elimination,"Benjamin Jacob, Edwin Michael, Thomas Raymond Unnasch","Onchocerciasis, or river blindness, has historically been one of the most important causes of blindness worldwide, and a major cause of socio-economic disruption, particularly in sub-Saharan Africa.  Its importance as a cause of morbidity and an impediment to economic development in some of the poorest countries in the world motivated the international community to implement several programs to control or eliminate this scourge.  Initially, these involved reducing transmission of the causative agent Onchocerca volvulus through controlling the vector population.  When ivermectin was found to be a very effective drug for treating onchocerciasis, the strategy shifted to mass drug administration (MDA) of endemic communities.  In some countries, both vector control and ivermectin MDA have been used together.  However, traditional vector control methods involve treating rivers in which the black fly vectors breed with insecticides, a process which is expensive, requires trained personnel to administer, and is ecologically harmful.  In this review, we discuss recent research into alternatives to riverine insecticide treatment, which are inexpensive, ecologically less harmful and which can be implemented by the affected communities themselves.  These can dramatically reduce vector densities and, when combined with ivermectin MDA, can accelerate the time to elimination when compared to MDA alone."
54,10.20944/preprints202402.1309.v1,22 February 2024,Conserved Functions of Orthohepadnavirus X Proteins to Inhibit Type-I Interferon Signaling,"Amonrat Choonnasard, Maya Shofa, Tamaki Okabayashi, Akatsuki Saito","Orthohepadnavirus causes chronic hepatitis in a broad range of mammals, including primates, cats, woodchucks, and bats. Hepatitis B virus (HBV) X protein inhibits type-I interferon (IFN) signaling, promoting HBV escape from the innate immune system to establish persistent infection. However, whether X proteins of Orthohepadnavirus viruses in the other species have similar inhibitory activity remains unknown. Here, we investigated the anti-IFN activity of 17 Orthohepadnavirus X proteins derived from various hosts. We observed conserved activity of Orthohepadnavirus X proteins in inhibiting TIR-domain-containing adaptor protein inducing IFN-β (TRIF)-mediated IFN-β signaling pathway through TRIF degradation. X proteins from domestic cat hepadnavirus (DCH), a novel member of Orthohepadnavirus, inhibited mitochondrial antiviral signaling protein (MAVS)-mediated IFNβ signaling pathway comparable with HBV X. These results indicate that inhibition of IFN signaling is conserved in Orthohepadnavirus X proteins."
55,10.20944/preprints202402.1245.v1,22 February 2024,GLP-1 Receptor Agonists: A New Challenge in Parkinson’s Disease Treatment,"Kallirhoe Kalinderi, Vasileios Papaliagkas, Liana Fidani","Parkinson’s disease (PD) is one of the most common neurodegenerative diseases. Recent data highlight similarities between neurodegenerative diseases including PD and type 2 diabetes mellitus (T2DM) suggesting a crucial interplay between the gut–brain axis. GLP-1R agonists, known for their use in T2DM treatment, are currently extensively studied as novel PD modifying agents. For this narrative review article, we searched PubMed and Scopus databases for peer-reviewed research, review articles and clinical trials regarding GLP-1R agonists and PD, published in the English language with no time restrictions. We also screened the references of the selected articles for possible additional articles in order to include most of the key recent evidence. Our research was conducted between February 2023 and February 2024. We used the terms “GLP-1”, “GLP-1 receptor”, “GLP-1R agonists”, “PD”, “T2DM”, “insulin”, “neurodegenerative disease”, “glucose”, “animal models”, “clinical trials” in different combinations. Many data on animal models and preclinical studies show that GLP1-R agonists can restore dopamine levels, inhibit dopaminergic loss, attenuate neuronal degeneration and alleviate motor and non-motor features of PD. Evidence from clinical studies are also very promising enhancing the possibility of adding GLP1-R agonists in the current armamentarium of drugs available for PD treatment."
56,10.20944/preprints202402.1240.v1,21 February 2024,Staphylococcal Enterocolitis: An Atypical Clinical Presentation of a Neglected Disease,"Rodrigo Cuiabano Paes Leme, Felipe Ramos Pinheiro, Renta Freire Alves Pereira, Fábio Aguiar Alves","S. aureus is an alarming human pathogen since it triggers numerous diseases, including impetigo and pneumonia. The S. aureus' ability to colonise the upper respiratory tract and other tissues, such as the skin, throat and gut, operate as reservoirs for infection. Indeed, being a carrier of S. aureus in the gut represents a risk factor for developing infection in distinct sites, including an unusual gastrointestinal tract disease. Here, we present an atypical clinical course of staphylococcal enterocolitis (SEC) in a man in his early seventies. After an unforeseen identification of methicillin-resistant Staphylococcus aureus (MRSA), the oral administration of vancomycin was critical in the outcome of the case. Although infrequent, SEC is an underestimated disease and requires a chapter in the treatment recommendations for antibiotic-related diarrhoea. Awareness of the risk factors and diagnostic tests, along with including SEC in algorithms for handling antibiotic-associated diarrhoea, is a step towards new epidemiological information."
57,10.20944/preprints202402.1226.v1,21 February 2024,Consumption of Limosilactobacillus fermentum Inhibits Corneal Damage and Inflammation in Dry Eye Disease Mice Model through Regulating the Gut Microbiome,"Kippeum Lee, Hyeonjun Gwon, Jae Jung Shim, Joo Yun Kim, Jae Hwan Lee","(1) The present study investigated the effect of orally administered Limosilactobacillus fermentum HY7302 (HY7302) on the relationship between ocular tissue and the microbiome in the corneal injured dry eye mice model. (2) 0.1% benzalkonium chloride (BAC) was applied to the ocular surface for 14 days to induce corneal injury in male Balb/c mice. During the BAC treatment period, HY7302 (1 × 108 CFU/kg/day or 1 × 109 CFU/kg/day) or omega-3 positive control (200 mg/kg/day) were administered orally (n = 8/group). To examine signaling pathways affected by HY7302 treatment, the in vitro effects of HY7302 on tight junctions and the inflammatory response were investigated in a mouse colon epithelial cell line, CMT-93. (3) BAC exposure decreased tear production, induced ocular inflammation and corneal epithelial detachment, and altered gut microbiota. However, oral administration of HY7302 restored tear secretion and decreased corneal epithelial detachment in BAC-treated corneal injury mice. Further, HY7302 alleviated corneal inflammation via modulation of matrix metalloproteinase-9 (MMP-9) expression and alterations in gut microbiota composition. (4) These findings suggest that the gut–eye axis interaction between gut microbiota and eye tissue affects disease severity in corneal injury, and that alteration of the microbiota by HY7302 could improve eye health by regulating the inflammatory response."
58,10.20944/preprints202402.1183.v1,21 February 2024,Factors Influencing Disease Dynamics in Small-Scale Carp Polyculture in Bangladesh,"Partho Pratim Debnath, Pochara Prukbenjakul, Melba G. Reantaso, Charles R Tyler, Channarong Rodkhum","Small scale carp polyculture plays a key role for food supply in Bangladesh, however, factors including water pollution, limited infrastructure and inadequate disease management hinder its sustainability. This paper reports on a survey of 231 farmers across the 6 major carp producing regions in Bangladesh, analyzing factors including, farmers’ social aspects, farm characteristics, information on disease and approaches adopted to combat them, and biosecurity practices. Almost half (46.8%) of the farms surveyed experienced disease in carp species, with clear regional variations. Eighty four percent of farms reported carp mortalities during disease outbreak, with an average mortality level 10.23±11.81%. Clinical signs during outbreaks lasted between a week and a month, and there was a peak in disease outbreaks in two seasonal periods between June to July and October to December. Disease incidence was related to a range of factors including the farmer experience, ponds/farm type, stocked species, and biosecurity practice. A combination of disinfecting measures during pond preparation and measures during stocking, including discarding fingerling transport water off-farm, fingerling disinfection and check the health of fingerlings before stocking significantly reduced disease occurrence. Treatments involving the antibiotics, ciprofloxacin, erythromycin, and azithromycin were reported as   ineffective, raising concerns about non-prudent use, inadequate dosing (perhaps without appropriate veterinary guidance) and the potential for further driving antimicrobial resistance in the environment. The research unveils a concerning pattern of disease high disease incidence across small-scale carp farms in Bangladesh and the significant potential for disease spread highlights the need for responsible disposal practices. The study emphasizes the need for improving training and awareness programs are vital for addressing biosecurity and disease management challenges, ensuring sustainable aquaculture and community well-being."
59,10.20944/preprints202402.1176.v1,21 February 2024,Unmasking the Mechanism behind Miltefosine: Revealing the Disruption of Intracellular Ca2+ Homeostasis as a Rational Therapeutic Target in Leishmaniasis and Chagas Disease,"Gustavo Benaim, Alberto Paniz-Mondolfi","Originally developed as a chemotherapeutic agent, miltefosine (hexadecylphosphocholine) is an inhibitor of phosphatidylcholine synthesis with proven antiparasitic effects. It is the only oral drug approved for the treatment of Leishmaniasis and American Trypanosomiasis (Chagas Disease). Although its precise mechanisms are not yet fully understood, miltefosine exhibits broad-spectrum anti-parasitic effects primarily by disrupting the intracellular Ca2+ homeostasis of the parasites while sparing the human hosts. In addition to its inhibitory effects on phosphatidylcholine synthesis and cytochrome c oxidase, miltefosine has been found to affect the unique giant mitochondria and the acidocalcisomes of parasites. Both of these crucial organelles are involved in Ca2+ regulation. Furthermore, miltefosine has the ability to activate a specific parasite Ca2+ channel that responds to sphingosine, that is different to its L-type VGCC human ortholog. Here, we aimed to provide an overview of recent advancements of the anti-parasitic mechanisms of miltefosine. We also explored its multiple molecular targets and investigated how its pleiotropic effects translate into a rational therapeutic approach for patients afflicted by Leishmaniasis and American Trypanosomiasis. Notably, miltefosine's therapeutic effect extends beyond its impact on the parasite to also affect positively the host's immune system. These findings enhance our understanding on its multi targeted mechanism of action. Overall, this review sheds light on the intricate molecular actions of miltefosine highlighting its potential as a promising therapeutic option against these debilitating parasitic diseases."
60,10.20944/preprints202402.1128.v1,20 February 2024,Genetic Factors Contributing to the Pathogenesis of Essential Hypertension in Two African Populations,"Kusha Kalideen, Brian Rayner, Raj Ramesar","The African continent has the highest prevalence of hypertension globally, with South Africa reporting the highest prevalence in Southern Africa. While the influence of genetic variability in the pathogenesis of hypertension is well described internationally, limited reports are available for African populations. This study aimed to assess the association of genetic variants and essential hypertension in a cohort of two ethnic South African population groups. Two hundred and seventy-seven hypertensive and one hundred and seventy-six normotensive individuals were genotyped for 79 variants. Genotyping was performed using the Illumina GoldenGate Assay and allele-specific polymerase chain reaction. The association of variants was assessed using the Fisher Exact test under the additive and allelic genetic models, while multivariate logistic regression was used to predict the development of hypertension. Five variants (CYP11B2 rs179998, AGT rs5051 and rs699, AGTR1 rs5186 and ACE rs4646994) were significantly associated with essential hypertension in the cohort under study. Furthermore, AGTR1 rs5186 and AGT rs699 were identified as risk factors for the development of hypertension in both ethnic groups. In two ethnic South African populations an association was observed between Renin-Angiotensin-Aldosterone System (RAAS) related genes and the development of hypertension."
61,10.20944/preprints202402.1106.v1,20 February 2024,Vaccination Against Rabbit Hemorrhagic Disease Virus 2 Using a Baculovirus Recombinant Vaccine Provides Durable Immunity in Rabbits,"Angela M. Bosco-Lauth, Amber Schueler, Edward Midthun, Hailey Tyra, Amanda Held, Claire Hood, Marissa Quilici, Sara Erickson, Sherry Glover, Bradley Gustafson, Gary Anderson","Rabbit hemorrhagic disease virus disease 2 (RHDV2) emerged in the United States in 2018 and has spread in both domestic and wild rabbits nationwide. The virus has a high mortality rate and can spread rapidly between infected individuals. Vaccination against RHDV2 provides the best protection against disease and should be considered by all rabbit owners. Here, we investigate the duration of immunity provided by vaccination with the Medgene Platform conditionally licensed commercial vaccine 6 months following the initial series. Rabbits received either the vaccination or a placebo and were challenged with RHDV2 6 months later. All vaccinated rabbits survived challenge whereas 18/19 non-vaccinated controls succumbed to infection within 10 or fewer days post-challenge. These results demonstrate lasting immunity following vaccination with the Medgene RHDV2 vaccine."
62,10.20944/preprints202402.0985.v1,19 February 2024,Prevalence of Trichomonas tenax in the Population Affected by Periodontal Disease – a Review,"Stoyan Nikolov Stoyanov, Oskan Bahidinov Tasinov, Tsonka Slavova Dimitrova, Galina Aleksieva Yaneva","Background and Objectives: Trichomonas tenax is a protozoan, participating in the human oral microflora. It is considered as a potential paradontopathogen. This microorganism is also reported in the respiratory tract. We aimed to analyze the available literature about the prevalence of Trichomonas tenax in the population affected by periodontal disease. Materials and Methods: Тhe searching with keywords: ,,Trichomonas tenax” and “periodontal diseases’’ in Scopus, PubMed and ScienceDirect databases was able to identify several systematic reviews and original articles until July 2023. All studies with suffering from periodontal disease people, mentioned year of publication, country, specified detection methods, total number of tested samples as well as the percentage of those infected with Trichomonas tenax were included. Irrelevant articles were excluded. Results: We found 137 studies, but only 64 studies about distribution of Trichomonas tenax in patients with gum disease underwent qualitative analysis. The highest number of studies have been conducted in Iran, Poland and Iraq. Different methods have been used to detect the unicellular organism, each with different specificity and sensitivity. Conclusions: Interest in Trichomonas tenax has grown considerably since 2000. Because of its association with periodontal disease, Trichomonas tenax role in the inflammatory process shouldn’t be overlooked."
63,10.20944/preprints202402.0976.v1,19 February 2024,The Potential Influence of Residual or Recurrent Disease on Bevacizumab Treatment Efficacy in Ovarian Cancer,"Klaudia Żak, Małgorzata Satora, Ilona Skrabalak, Rafał Tarkowski, Marta Ostrowska-Leśko, Marcin Bobiński","High hopes were associated with the new anti-angiogenic medicament, bevacizumab, which due to the possibility of binding to isoform A of vascular endothelial growth factor (VEGF), inhibited the creation of new blood vessels. However, not only blood vessels are responsible for the tumor cells' spread. During the process of tumor growth, lymphangiogenesis is mediated by other isoforms of the VEGF family, specifically VEGF-C and VEGF-D, which are independent of the bevacizumab action. Therefore, based on the mechanism of bevacizumab action and the processes of angio- and lymphangiogenesis, we formed three hypotheses: 1) if the lymph nodes in the primary ovarian cancers are metastatic, the outcome of bevacizumab treatment is worsened; 2) concerning the second-line treatment, bevacizumab will act in a weakened manner if the recurrence occurs in lymph nodes compared to local recurrences; 3) patients treated by bevacizumab are more likely to have recurrences in lymph nodes. These hypotheses raise the issue of the existing gap of knowledge, which concerns the effect of bevacizumab on the metastatic lymph nodes."
64,10.20944/preprints202402.0935.v1,19 February 2024,Successful Multimodal Treatment of Intracranial Growing Teratoma Syndrome with Malignant Features,"Daiken Satake, Manabu Natsumeda, Kaishi Satomi, Mari Tada, Taro Sato, Noritaka Okubo, Keita Kawabe, Haruhiko Takahashi, Yoshihiro Tsukamoto, Masayasu Okada, Masakazu Sano, Haruko Iwabuchi, Nao Shibata, Masaru Imamura, Chihaya Imai, Hirokazu Takami, Koichi Ichimura, Ryo Nishikawa, Hajime Umezu, Akiyoshi Kakita, Makoto Oishi","Molecular analysis of growing teratoma syndrome has not been extensively studied. Here, we report a 14-year-old boy with a growing mass during treatment for a mixed germ cell tumor of the pineal region. Tumor markers were negative; thus, growing teratoma syndrome was suspected. A radical resection via the occipital transtentorial approach was performed, and histopathological examination revealed a teratoma with malignant features. Methylation classifier analysis confirmed the diagnosis of teratoma, and DMRT1 loss and 12p gain were identified by copy number variation analysis, potentially elucidating the cause of growth and malignant transformation of the teratoma. The patient remains in remission after intense chemoradiation treatment as a high-risk germ cell tumor."
65,10.20944/preprints202402.0917.v1,17 February 2024,Comparative Analysis of Vascular Calcification Risk Factors in Pre-hemodialysis and Prevalent Hemodialysis Adult Patients: Insights into Calcification Biomarker Associations and Implications for Intervention Strategies in Chronic Kidney Disease,"Marko Petrović, Voin Brković, Marko Baralić, Ivko Marić, Nenad Petković, Sanja Stanković, Nataša Lalić, Danijela Stanisavljević, Ljubica Đukanović, Višnja Ležaić","This retrospective study aimed to compare risk factors for vascular calcification (VC) between pre-hemodialysis (HD) and prevalent HD adult patients while investigating associations with calcification biomarkers. Baseline data from 30 pre-HD and 85 HD patients were analyzed, in-cluding iPTH, vitamin D, FGF-23, fetuin-A, sclerostin and VC scores (Adragao method). Preva-lence of VC was similar in both groups, but HD patients had more frequent VC scores ≥6. Pre-HD patients were older, with higher prevalence of hypertension and less frequent use of calcium phosphate binders. Both groups showed similar patterns of hyperphosphatemia, low vitamin D, and iPTH. Fetuin-A levels were higher in pre-HD, while FGF-23 was elevated in HD patients. Higher VC risk in pre-HD patients was associated with male gender, older age, lower fetuin-A and higher sclerostin, lower ferritin and no vitamin D treatment, while in HD patients with higher sclerostin, FGF23 and urea, and lower iPTH. Conclusion. Progression of CKD from the pre-HD to the HD stage is accompanied by a decreased effect of the inhibitor and an increase in the promoter VC. However, mineral imbalance, hormonal regulation, treatment options, and patient-specific fac-tors should be considered. Further studies are needed to elucidate the underlying pathways."
66,10.20944/preprints202402.0872.v1,16 February 2024,Efficacy of NSCLC Rechallenge with Immune Checkpoint Inhibitors Following Disease Progression or Relapse,"Maria Effrosyni Livanou, Vasiliki Nikolaidou, Vasileios Skouras, Oraianthi Fiste, Elias Kotteas","Immune checkpoint inhibitors (ICI’s) are in the forefront of advanced Non Small Cell Lung Cancer (NSCLC) treatment. Still, only 27- 46% of patients respond to initial therapy with ICI’s and of those, up to 65% develop resistance within four years. After disease progression (PD), treatment options are limited, with 10% Objective Response Rate (ORR) to second or third-line chemotherapy. In this context, ICI rechallenge is an appealing option for NSCLC. Most data on the efficacy of ICI rechallenge are based on retrospective real-world studies of small, heavily pretreated, and heterogeneous patient groups. Despite these limitations, these studies suggest that ICI monotherapy rechallenge in unselected NSCLC patient populations who discontinued initial ICI due to PD is generally ineffective, with a median Progression-Free Survival (PFS) of 1.6-3.1 months and a Disease Control Rate (DCR) of 21.4%-41.6%. However, there is a subpopulation that benefits from this strategy, and further characterization of this subgroup is essential. Furthermore, immunotherapy rechallenge in patients who discontinued initial immunotherapy following treatment protocol completion and progressed after an immunotherapy-free interval showed promising efficacy, with a DCR of 75-81%, according to post-hoc analyses of several clinical trials. Future research of ICI rechallenge for NSCLC should focus on better patient stratification, to reflect the underlying biology of immunotherapy resistance more accurately."
67,10.20944/preprints202402.0841.v1,15 February 2024,Development of Tetramycin-loaded Core-Shell Balls with Hot/Wet-Response Releasing Property for the Control of Bacterial Wilt Disease,"Juntao Gao, Guan Lin, Xinmin Deng, Junxian Zou, Yong Liu, Xingjiang Chen, Shiwang Liu","Ralstonia solanacearum is the pathogen responsible for Ralstonia solanacearum, which is soil-borne, infests plant conduits to cause disease.They are not easy to control and are harmful.Therefore the development of a controlled-release agent responsive to the pathogen's soil temperature and moisture conditions could aid in its control. Corn kernel powder is used as a carrier for Tetramycin biopesticide, with various compounds tested for bonding.They were then made by extrusion moulding.Temperature and wetness responsive components, including Pentaerythritol Tetrastearate, Pentaerythritol Tetraoleate, Polyethylene Glycol Stearate, and Polyethylene Glycol Monooleate,are compounded and coated onto Tetramycin cores to form an intermediate shell layer. Finally, Ethyl cellulose(EC)and Hydroxypropyl methyl cellulose(HPMC) are dissolved and sprayed onto the outermost layer to complete the pellet's shell layer.After the evaluation of texture performance test,DSC analysis,TG test,temperature and humidity response performance test, as well as pellet cross-section SEM observation, field effectiveness test, etc., the preferred formulations were screened.The results showed that the preferred Core formulation:Corn kernel powder:Tetramycin aqueous:Xanthan gum mass ratio=13.5:23:2; Intermediate Shell layer:PETS: PETO: PEG400MO mass ratio=10:30:10; and Outer Shell layer: Ethyl cellulose (EC):Hydroxypropyl methyl cellulose (HPMC) mass ratio=5:1.Under soil conditions of high incidence of Ralstonia solanacearum, i.e., sustained warmth (30-35℃) and high humidity (30% moisture content), the formulated pills showed a release rate of 95.18% to 96.24% over a period of 35 days. Moreover, they showed a stepwise cyclic release process under alternating warm and humid-dry and cold conditions.In field tests on tobacco, a relative preventive efficacy of 54.74% was achieved 106 days post-transplanting. Soil bacterial community structure analysis revealed a significant decrease (2.28-2.84 times) in the abundance of Solanaceae Raelia under Tetramycin pellet treatment compared to the control. Additionally, fungal community structure showed highter consistency initially across various soil depths, with diversity differences between soil layers reestablished later (106 days), while the predominant categories of bacteria and fungi remained unchanged.In this study, we successfully developed a nucleoshell-type slow-controlled release pill embedded with Tetramycin. This pill effectively responded to temperature and humidity changes, resulting in high efficacy in disease prevention.This development holds significant promise for effectively improving drug utilization and easing application challenges, offering broad prospects for Ralstonia solanacearum prevention and control in agriculture."
